Book_Name,Author,5_star,Ratings,Reviews
The Sea Fairies,L. Frank Baum,3.74,"1,109",104,319,345,313,99,33
Endymion,Dan Simmons,4.18,"55,852","1,807","23,789","21,272","8,527","1,793",471
The Collected Stories,Eudora Welty,4.21,"7,972",315,"3,760","2,705","1,098",273,136
Memory and Dream,Charles de Lint,4.23,"5,265",316,"2,329","1,996",779,130,31
The Pure and the Impure,Colette,3.65,"1,839",163,423,614,575,186,41
Demon in My View,Amelia Atwater-Rhodes,4.04,"12,223",516,"5,149","3,542","2,620",713,199
"The Inklings: C.S. Lewis, J.R.R. Tolkien, Charles Williams, and Their Friends",Humphrey Carpenter,3.95,"3,300",221,"1,152","1,189",694,156,109
The Black Stallion Legend,Walter Farley,3.93,"1,761",42,650,517,450,103,41
Live From Death Row,Mumia Abu-Jamal,4.23,"2,386",111,"1,150",765,363,75,33
Patterns of Childhood,Christa Wolf,4.05,458,40,173,174,78,25,8
How to Read a Book: The Classic Guide to Intelligent Reading,Mortimer J. Adler,3.98,"22,760","2,566","8,551","7,790","4,430","1,395",594
Le Hussard Sur Le Toit De Jean Giono,Francis Lafon,3.96,83,3,33,20,24,6,0
The Mystery of the Spiteful Letters,Enid Blyton,4.07,"3,083",73,"1,153","1,124",699,91,16
Death in the Clouds,Agatha Christie,3.85,"46,673","2,805","11,251","19,680","13,563","1,928",251
The Bells of Nagasaki,Takashi Nagai,4.21,504,66,221,181,90,10,2
Dragon Weather,Lawrence Watt-Evans,4.01,"1,717",109,626,630,347,85,29
Fame Is The Spur,Howard Spring,4.16,191,17,82,72,26,8,3
Children of the Arbat,Anatoli Rybakov,4.20,"4,155",139,"1,992","1,334",570,179,80
Grass,Sheri S. Tepper,4.03,"11,900",759,"4,433","4,493","2,167",563,244
The Star Diaries: Further Reminiscences of Ijon Tichy,Stanisław Lem,4.25,"8,095",412,"3,862","2,804","1,114",241,74
To Sleep with the Angels: The Story of a Fire,David Cowan,4.37,"1,736",236,881,651,170,25,9
An Unwilling Guest,Grace Livingston Hill,4.15,503,26,234,138,104,25,2
The Cat Ate My Gymsuit,Paula Danziger,3.83,"8,687",391,"2,657","2,867","2,383",572,208
Mick Harte Was Here,Barbara Park,4.27,"3,878",537,"1,965","1,194",562,109,48
Tower of the King's Daughter,Chaz Brenchley,3.50,205,17,37,72,61,26,9
The Sorcerer's Apprentice,Walt Disney Company,4.22,749,29,402,164,140,33,10
"Sanctorum Communio: Dietrich Bonhoeffer Works, Volume 1",Dietrich Bonhoeffer,3.96,"2,713",30,"1,227",719,393,178,196
I'm With The Band: Confessions Of A Groupie,Pamela Des Barres,3.69,"18,098",966,"5,182","5,477","4,832","1,799",808
Religion and Science,Michael Ruse,3.97,"2,999",174,998,"1,141",662,154,44
قصص الأنبياء,ابن كثير,4.50,"6,014",258,"4,098","1,195",476,125,120
The Virgin Blue,Tracy Chevalier,3.67,"31,689","1,974","6,850","11,547","9,855","2,812",625
The Changeover,Margaret Mahy,4.06,"3,921",406,"1,695","1,200",694,213,119
Midnight Magic,Avi,3.65,"4,136",370,857,"1,473","1,387",356,63
The First Day on the Somme,Martin Middlebrook,4.29,"1,110",74,552,374,148,21,15
Discipleship in the New Age II (Discipleship in the New Age),Alice A. Bailey,4.26,27,0,15,7,3,1,1
Mine to Take,Dara Joy,4.09,"2,914",116,"1,258",926,518,149,63
The Favored Child,Philippa Gregory,3.65,"12,480",645,"3,157","4,119","3,426","1,220",558
Without a Hero: Stories,T. Coraghessan Boyle,3.77,628,52,125,274,195,30,4
Boca de Luar,Carlos Drummond de Andrade,4.06,63,3,21,25,17,0,0
Mr. Midshipman Hornblower,C.S. Forester,4.17,"15,957","1,043","6,213","6,685","2,647",345,67
Why I Believe,D. James Kennedy,4.21,154,20,76,48,22,3,5
Be True to Your School,Bob  Greene,4.00,456,43,154,176,104,15,7
The Flower Boy,Karen  Roberts,4.04,310,27,100,132,70,6,2
The Dollhouse Murders,Betty Ren Wright,3.98,"8,378",855,"2,900","3,019","1,990",355,114
Summerhill Secrets: Volume 1,Beverly Lewis,4.18,"1,853",143,880,554,312,90,17
The Erasers,Alain Robbe-Grillet,3.79,"1,561",143,409,601,405,107,39
The Old Devils,Kingsley Amis,3.33,"3,521",307,506,"1,066","1,242",511,196
Death and Taxes,Dorothy Parker,4.05,165,17,56,66,39,4,0
Weaveworld,Clive Barker,4.13,"31,075","1,486","13,532","10,532","5,161","1,352",498
Little House in the Highlands,Melissa Wiley,4.02,"7,588",121,"3,122","2,187","1,734",375,170
The Nature of the Chemical Bond and the Structure of Molecules and Crystals; An Introduction to Modern Structural Chemistry.,Linus Pauling,4.23,53,4,28,12,11,1,1
Solal,Albert Cohen,3.99,602,21,229,210,114,26,23
Lady with a Spear,Eugenie Clark,4.30,84,15,36,38,9,1,0
Флейта-позвоночник,Vladimir Mayakovsky,4.54,50,1,32,13,5,0,0
Yemenite Midrash: Philosophical Commentaries on the Torah: An Anthology of Writings from the Golden Age of Judaism in the Yemen,Y. Tzvi Langermann,4.00,4,1,1,2,1,0,0
Omensetter's Luck,William H. Gass,4.00,"2,030",255,726,770,376,115,43
For Colored Girls Who Have Considered Suicide / When the Rainbow Is Enuf,Ntozake Shange,4.28,"33,487","1,042","17,607","9,756","4,497","1,054",573
Sharpe's Rifles,Bernard Cornwell,4.26,"16,714",469,"7,251","6,831","2,362",228,42
The Books of Magic,Neil Gaiman,4.09,"17,141",791,"6,817","6,040","3,445",665,174
മയ്യഴിപ്പുഴയുടെ തീരങ്ങളിൽ | Mayyazhippuzhayude Theerangalil,M. Mukundan,4.17,"4,521",215,"2,062","1,586",571,166,136
Wild America,Roger Tory Peterson,4.27,218,27,91,97,27,3,0
Words and Life,Hilary Putnam,3.53,15,0,0,8,7,0,0
Firefly Summer,Maeve Binchy,3.94,"14,831",514,"4,538","5,705","3,846",616,126
Eve's Daughters,Lynn Austin,4.44,"6,087",567,"3,521","1,842",605,94,25
Xorandor,Christine Brooke-Rose,3.52,67,15,13,20,25,7,2
Peter's Room,Antonia Forest,4.20,132,16,58,50,17,6,1
Black Trillium,Marion Zimmer Bradley,3.59,"4,072",126,890,"1,280","1,376",408,118
Die Astronauten,Stanisław Lem,3.52,637,53,91,234,235,69,8
The Mystery of the Jade Tiger,Carolyn Keene,3.82,572,17,159,187,195,24,7
Le Cycle d'Elric,Michael Moorcock,3.85,46,3,8,28,6,3,1
"Breath, Eyes, Memory",Edwidge Danticat,3.90,"29,181","1,608","8,545","11,354","7,360","1,550",372
Madame,Antoni Libera,4.24,"2,598",199,"1,276",849,327,112,34
Night Without End,Alistair MacLean,3.84,"4,099",195,"1,105","1,556","1,178",215,45
Future Eden: A Brief History of Next Time,Colin Thompson,3.81,139,10,50,39,29,16,5
The Mystery of the Screaming Clock,Robert Arthur,3.94,"3,122",122,932,"1,187",889,99,15
On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep,Gary Ezzo,3.67,"15,119","2,235","4,234","5,048","3,491","1,296","1,050"
The Quarry,Damon Galgut,3.34,511,66,60,169,188,74,20
Aké: The Years of Childhood,Wole Soyinka,3.87,"1,752",150,554,612,438,106,42
Evening Clouds,Junzo Shono,3.70,47,8,11,17,13,6,0
Old Possum's Book of Practical Cats,T.S. Eliot,4.07,"26,536","1,995","10,693","9,103","5,107","1,195",438
The Best of Roald Dahl,Roald Dahl,4.39,"6,626",441,"3,554","2,261",678,104,29
Winter Rose,Patricia A. McKillip,3.85,"7,251",444,"2,171","2,580","1,892",479,129
Stepping Stones,Maureen Lee,4.34,420,15,241,106,54,12,7
The Keys of the Kingdom,A.J. Cronin,4.32,"2,922",293,"1,484",980,388,53,17
The Escape,K.A. Applegate,3.84,"4,111",146,"1,142","1,455","1,256",230,28
The Simpsons: A Complete Guide to Our Favorite Family,Matt Groening,4.10,"1,713",62,723,576,315,61,38
"The Sledge Patrol: A WWII Epic of Escape, Survival, and Victory",David Howarth,4.15,333,25,129,138,56,6,4
El enamorado de la Osa Mayor,Sergiusz Piasecki,4.25,530,40,248,190,72,17,3
Thieves Like Us,Edward   Anderson,3.68,679,99,117,298,210,40,14
Invasion of the Body Snatchers,Jack Finney,3.90,"21,314","1,233","6,529","7,906","5,365","1,212",302
Three to Get Deadly,Janet Evanovich,4.14,"147,433","3,709","57,614","57,808","28,402","2,990",619
All-Night Party,R.L. Stine,3.79,"1,567",133,492,438,480,132,25
The Spell of the Black Dagger,Lawrence Watt-Evans,3.95,664,19,191,288,149,32,4
Walt Disney Pictures Presents the Prince and the Pauper,Fran Manushkin,3.81,161,6,51,50,41,16,3
Who Has Seen The Wind,W.O. Mitchell,3.87,"4,182",193,"1,325","1,513",940,269,135
The g Factor: The Science of Mental Ability,Arthur R. Jensen,4.53,104,7,71,24,5,1,3
First Term at Malory Towers,Enid Blyton,4.13,"18,340",821,"7,699","6,259","3,617",571,194
Dependent Rational Animals: Why Human Beings Need the Virtues,Alasdair MacIntyre,4.02,399,43,133,163,84,17,2
Gertrude,Hermann Hesse,3.89,"6,371",365,"1,754","2,554","1,693",325,45
Cadillac Jukebox,James Lee Burke,4.04,"6,145",261,"1,927","2,762","1,273",134,49
18 Platoon,Sydney Jary,4.38,65,7,35,22,6,2,0
The Tricksters,Margaret Mahy,3.99,808,89,284,298,172,39,15
Heavy Sand,Anatoli Rybakov,4.48,525,44,325,137,54,6,3
What Dreams May Come,Richard Matheson,3.95,"12,999","1,215","4,812","4,305","2,669",882,331
The Alteration,Kingsley Amis,3.61,"1,373",181,254,528,428,127,36
Skinnybones,Barbara Park,3.96,"1,672",212,635,499,407,98,33
Traitor's Moon,Gary Ruddell,4.13,"11,122",489,"4,450","4,194","2,034",366,78
Meridon,Philippa Gregory,3.73,"11,224",495,"3,089","3,753","3,042",961,379
The Kingdom of the Cults,Walter Ralston Martin,4.24,"4,887",147,"2,452","1,484",721,147,83
Toxin,Robin Cook,3.81,"12,477",530,"3,246","4,768","3,523",754,186
The Belly of the Bow,K.J. Parker,3.72,"1,164",65,288,421,330,88,37
La loba de Francia,Maurice Druon,4.18,"6,441",306,"2,536","2,677","1,076",129,23
Bunnicula Strikes Again!,James Howe,3.93,"3,321",162,"1,116","1,108",900,159,38
Izhar Ul Haq,Rahmatullah Kairanvi,4.71,14,0,11,2,1,0,0
Life Together and Prayerbook of the Bible,Dietrich Bonhoeffer,4.47,555,49,328,169,51,5,2
رياض الصالحين,يحيى بن شرف النووي,4.65,"7,052",246,"5,478","1,004",365,107,98
Web of Dreams,V.C. Andrews,3.92,"12,484",210,"4,334","3,890","3,341",788,131
The Crossroad,Beverly Lewis,4.16,"3,878",180,"1,696","1,307",707,130,38
From Doon With Death,Ruth Rendell,3.68,"13,155",802,"3,042","4,605","4,112","1,012",384
Margaret and I,Kate Wilhelm,3.53,73,4,19,21,18,10,5
La tournée d'automne,Jacques Poulin,3.86,282,32,80,113,62,24,3
Living a Beautiful Life,Alexandra Stoddard,4.06,757,76,302,246,168,37,4
Here Lies: The Collected Stories of Dorothy Parker,Dorothy Parker,4.15,254,26,96,108,44,4,2
Good Bones,Margaret Atwood,3.76,"2,504",224,576,963,775,159,31
Ship of Gold in the Deep Blue Sea,Gary Kinder,4.29,"5,109",458,"2,535","1,724",671,139,40
Swords and Deviltry,Fritz Leiber,3.87,"12,252",805,"3,439","4,840","3,081",692,200
Raven,V.C. Andrews,3.72,"5,160",72,"1,560","1,398","1,527",563,112
Unclaimed Treasures,Patricia MacLachlan,3.64,132,18,27,46,45,12,2
Krabat,Otfried Preußler,3.93,"18,141",777,"6,417","6,347","3,686","1,154",537
The Chinese Communist Party in Power,Shu-Tse Peng,4.25,4,0,2,1,1,0,0
Lila: An Inquiry Into Morals,Robert M. Pirsig,3.82,"6,769",396,"2,051","2,284","1,758",532,144
"The Knight, Death, and the Devil",Ella Leffland,4.41,69,10,36,27,5,0,1
Τα χειρόγραφα του φθινοπώρου,Tasos Livaditis,4.60,158,7,104,46,7,1,0
The Tree of Man,Patrick White,3.95,"1,891",175,689,647,383,119,53
Discourse on Colonialism,Aimé Césaire,4.40,"5,805",466,"3,294","1,726",624,124,37
Descent of Man,T. Coraghessan Boyle,3.94,720,54,210,304,166,32,8
The Fractal Geometry of Nature,Benoît B. Mandelbrot,4.22,"1,206",50,567,405,181,37,16
A Black Theology of Liberation,James H. Cone,4.19,"1,064",104,498,357,148,38,23
If You Lived In Colonial Times,Ann McGovern,3.90,405,59,131,143,99,24,8
A is for Alibi,Sue Grafton,3.86,"177,932","5,480","55,442","60,792","47,351","10,595","3,752"
End Zone,Don DeLillo,3.66,"3,469",349,659,"1,375","1,099",276,60
Sarah's Story,Ruth Elwin Harris,3.80,300,35,79,113,82,20,6
"Transmetropolitan, Vol. 3: Year of the Bastard",Warren Ellis,4.41,"15,132",293,"8,772","4,454","1,407",317,182
Luck of Nineveh,Arnold C. Brackman,3.78,23,2,6,9,6,1,1
Colorado Cache Cookbook,Junior League of Denver,4.36,189,14,102,56,28,3,0
Representation and Reality,Hilary Putnam,3.80,86,6,14,45,23,4,0
Gora,Rabindranath Tagore,4.26,"4,056",298,"1,936","1,437",521,130,32
രണ്ടാമൂഴം | Randamoozham,M.T. Vasudevan Nair,4.28,"9,122",639,"5,214","2,448",712,321,427
The International Jew,Henry Ford,3.80,487,53,199,118,89,38,43
Ghost Stories of an Antiquary,M.R. James,4.06,"4,960",456,"1,916","1,791",967,217,69
Echoes,Maeve Binchy,3.87,"14,268",758,"4,084","5,339","3,986",683,176
The Rains Came,Louis Bromfield,4.22,790,72,347,302,115,17,9
Nooit meer slapen,Willem Frederik Hermans,3.86,"8,452",371,"2,269","3,599","1,894",528,162
Mister Roberts,Thomas Heggen,4.15,463,52,181,189,77,15,1
Pastel,Georgette Heyer,2.97,216,16,33,34,68,55,26
The Prodigal Daughter,Jeffrey Archer,3.97,"37,671","1,040","11,710","15,185","8,910","1,573",293
Outcast of Redwall,Brian Jacques,3.93,"20,270",298,"6,556","7,147","5,408","1,000",159
Restoration,Rose Tremain,3.98,"5,872",533,"1,873","2,456","1,193",257,93
Flor de obsessão: As 1000 melhores frases de Nelson Rodrigues,Nelson Rodrigues,4.12,41,4,20,11,6,3,1
Subterranean,James Rollins,4.02,"25,364",913,"9,251","9,240","5,380","1,156",337
The Milly-Molly-Mandy Storybook,Joyce Lankester Brisley,4.15,"3,183",217,"1,440",986,590,115,52
Norwood,Charles Portis,3.85,"3,433",468,886,"1,411",914,194,28
A Cool Million,Nathanael West,3.65,790,114,168,296,229,73,24
The Simpsons Guide to Springfield,Matt Groening,3.63,295,10,72,82,108,26,7
Our Only May Amelia,Jennifer L. Holm,3.83,"8,307",616,"2,308","3,128","2,173",522,176
Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.94,"44,525","2,077","14,684","17,439","8,894","2,224","1,284"
బారిష్టర్ పార్వతీశం [Barrister Parvateesam],Mokkapati Narasimha Sastry,4.27,"2,618",190,"1,593",560,202,103,160
Los años con Laura Díaz,Carlos Fuentes,3.80,"1,312",98,376,468,331,107,30
The Singing Creek Where the Willows Grow,Opal Whiteley,4.25,882,160,454,263,114,32,19
Company Commander: The Classic Infantry Memoir of World War II,Charles B. MacDonald,4.23,"4,649",181,"2,244","1,515",676,140,74
Footsteps In The Dark,Georgette Heyer,3.72,"6,171",701,"1,512","2,132","1,931",467,129
The Short-Wave Mystery,Franklin W. Dixon,3.83,"2,024",76,590,647,666,104,17
Celtic Prayers from Iona,J. Philip Newell,4.42,413,34,233,128,46,5,1
Stalking Darkness,Lynn Flewelling,4.26,"14,717",727,"6,893","5,316","2,043",369,96
The Training of the Twelve,Alexander Balmain Bruce,4.22,173,21,83,50,37,1,2
With a Single Spell,Lawrence Watt-Evans,4.05,"1,924",89,687,747,412,64,14
More Pricks Than Kicks,Samuel Beckett,3.64,920,90,184,335,304,78,19
Spring and All,William Carlos Williams,4.14,"2,046",160,927,657,328,94,40
The Fox and the Hound,Walt Disney Company,4.18,677,29,349,155,133,27,13
The Bell Curve: Intelligence and Class Structure in American Life,Charles Murray,3.57,"3,013",302,927,835,644,236,371
The Beginning of Spring,Penelope Fitzgerald,3.74,"2,755",343,684,"1,024",749,236,62
The Dark Elf Trilogy Collector's Edition,R.A. Salvatore,4.35,"27,621",556,"15,134","8,134","3,431",717,205
The Perfect Husband,Lisa Gardner,3.99,"44,459","2,065","15,365","16,836","9,324","2,148",786
Ex-minnaar,Herman Brusselmans,3.28,355,7,28,112,157,46,12
"House of Day, House of Night",Olga Tokarczuk,4.09,"4,384",455,"1,683","1,687",786,181,47
The Fate of the Earth,Jonathan Schell,3.94,267,33,103,78,57,25,4
No Longer at Ease,Chinua Achebe,3.86,"10,158",822,"2,527","4,378","2,709",438,106
رسائل غسان كنفاني إلى غادة السمان,غادة السمان,3.78,"9,641","1,763","3,204","2,872","2,277",810,478
Secret Passages,Paul Preuss,3.62,37,6,9,12,11,3,2
Nicholas on Vacation,René Goscinny,4.21,"4,824",182,"2,201","1,650",783,143,47
The Proof House,K.J. Parker,3.68,950,48,216,356,267,83,28
Return to Howliday Inn,James Howe,3.98,"3,518",128,"1,250","1,162",927,150,29
The Postcard,Beverly Lewis,4.11,"5,263",296,"2,202","1,751","1,035",218,57
The Furies,John Jakes,4.12,"5,687",127,"2,127","2,303","1,112",118,27
Imaginations,William Carlos Williams,4.29,635,28,327,200,80,18,10
Corpo,Carlos Drummond de Andrade,4.14,141,9,63,44,27,5,2
"The Journal of William Thomas Emerson: A Revolutionary War Patriot, Boston, Massachusetts, 1774",Barry Denenberg,3.63,653,51,168,183,216,66,20
"Laments for the Living, Collected Stories",Dorothy Parker,4.04,162,20,56,65,33,7,1
Lonesome Traveler,Jack Kerouac,3.76,"7,090",310,"1,718","2,718","2,030",509,115
The Untouchable,John Banville,3.94,"3,531",399,"1,128","1,420",714,195,74
"To See the Dawn: Baku, 1920--First Congress of the Peoples of the East",John Riddell,4.10,10,1,5,2,2,1,0
The Real George Washington,Jay A. Parry,4.36,"1,921",183,"1,063",582,195,57,24
Mr Palomar,Italo Calvino,3.90,"7,470",601,"2,309","2,805","1,782",464,110
Peace Shall Destroy Many,Rudy Wiebe,3.71,279,36,55,126,70,18,10
Blue Light,Walter Mosley,3.26,"1,078",93,158,302,370,159,89
Kafka,David Zane Mairowitz,4.04,"3,458",405,"1,134","1,493",697,103,31
The I Hate to Cook Book,Peg Bracken,3.87,675,150,229,224,148,54,20
Las ratas,Miguel Delibes,3.95,"1,851",113,577,769,382,88,35
The Reality Dysfunction,Peter F. Hamilton,4.13,"34,974","1,303","15,395","12,013","5,081","1,655",830
Switch Bitch,Roald Dahl,3.95,"9,520",749,"3,110","3,749","1,973",498,190
Sexism and God Talk: Toward a Feminist Theology,Rosemary Radford Ruether,4.06,571,23,219,217,101,20,14
"The Girl, the Gold Watch & Everything",John D. MacDonald,4.01,"1,907",168,682,727,371,95,32
Frege: Philosophy of Language,Michael Dummett,4.17,75,2,30,30,14,0,1
The Principles of Quantum Mechanics,Paul A.M. Dirac,4.44,518,25,321,127,50,16,4
Scarlet Feather,Maeve Binchy,3.99,"27,632","1,074","8,677","11,238","6,579",948,190
Ανθρωποφύλακες,Περικλής Κοροβέσης,4.70,558,49,413,125,19,1,0
"Memed, My Hawk",Yaşar Kemal,4.48,"9,627",516,"6,057","2,496",804,197,73
Stone Junction,Jim Dodge,4.09,"2,667",249,"1,130",892,455,148,42
Walking to Mercury,Starhawk,3.94,897,52,290,337,211,48,11
The Lost Steps,Alejo Carpentier,3.93,"2,986",264,"1,035","1,041",641,212,57
1066 and All That: A Memorable History of England,W.C. Sellar,3.95,"3,089",335,"1,092","1,059",687,181,70
Kings Row,Henry Bellamann,3.99,310,55,103,123,66,14,4
The Hoax of the Twentieth Century: The Case Against the Presumed Extermination of European Jewry,Arthur R. Butz,4.16,83,11,50,16,5,4,8
The Final Programme,Michael Moorcock,3.50,949,116,181,310,308,100,50
Soldier of Orange,Erik Hazelhoff Roelfzema,3.90,507,48,144,216,111,25,11
The Serious Game,Hjalmar Söderberg,3.84,"4,789",251,"1,218","2,057","1,137",302,75
Das Boot,Lothar-Günther Buchheim,4.25,"4,829",248,"2,357","1,631",611,145,85
Gender Trouble: Feminism and the Subversion of Identity,Judith Butler,4.06,"14,724",963,"5,751","5,492","2,459",683,339
Dreamtigers,Jorge Luis Borges,4.17,"4,120",408,"1,765","1,473",715,142,25
Ιστορίες του κυρίου Κόυνερ,Bertolt Brecht,3.91,"1,448",103,479,504,345,97,23
Ordinary Men: Reserve Police Battalion 101 and the Final Solution in Poland,Christopher R. Browning,4.09,"16,987","1,240","6,334","6,873","3,020",567,193
Count Magnus and Other Ghost Stories,M.R. James,4.23,"2,493",116,"1,191",816,379,79,28
A Matter of Honor,Jeffrey Archer,3.95,"24,152",543,"7,279","9,810","5,860",941,262
Excavation,James Rollins,4.05,"19,264",737,"6,967","7,308","4,077",727,185
I Married a Communist,Philip Roth,3.85,"8,504",677,"2,100","3,668","2,158",486,92
Fera de Macabu: O Maior Erro da Justiça Brasileira,Carlos Marchi,4.17,12,1,6,3,2,1,0
დიდოსტატის კონსტანტინეს მარჯვენა; დიონისოს ღიმილი,Konstantine Gamsakhurdia,4.58,53,1,42,4,5,0,2
